community_id,mode,wall_event,price_updates,avg_start_price_update,avg_samples,formal_cv_kW,cv_tol_kW,held_cv_kW,stop_reason,runtime_s,qre_gap_max,qre_gap_p95,qre_audit_count,success_gate
1,fast_qre,26859,3837,2030,1807,15.727412163486,15.762048874884,2.6358451485537,dynamic_average_sync_price_step_and_relative_cv,22.6588442,4.75103097308249e-07,0,3179,1
