community_id,mode,wall_event,price_updates,avg_start_price_update,avg_samples,formal_cv_kW,cv_tol_kW,held_cv_kW,stop_reason,runtime_s,qre_gap_max,qre_gap_p95,qre_audit_count,success_gate
1,deterministic,26859,3837,2030,1807,15.7274074194347,15.762048874884,2.63584435346797,dynamic_average_sync_price_step_and_relative_cv,16.5311177,0,0,3179,1
